id,text,letter_sound_correspondences,usage_count,word_type,spelling_consistency,root_word_id,root_word_text
25,blue,"[{""sounds"":[""b""],""id"":3,""letters"":[""b""],""usageCount"":71},{""sounds"":[""l""],""id"":31,""letters"":[""l""],""usageCount"":63},{""sounds"":[""u""],""id"":57,""letters"":[""u"",""e""],""usageCount"":6}]",6,ADJECTIVE,,,
26,can,"[{""sounds"":[""k""],""id"":47,""letters"":[""c""],""usageCount"":22},{""sounds"":[""æ""],""id"":2,""letters"":[""a""],""usageCount"":158},{""sounds"":[""n""],""id"":12,""letters"":[""n""],""usageCount"":154}]",14,,,,
27,come,"[{""sounds"":[""k""],""id"":47,""letters"":[""c""],""usageCount"":22},{""sounds"":[""ɔ""],""id"":22,""letters"":[""o""],""usageCount"":21},{""sounds"":[""m""],""id"":65,""letters"":[""m"",""e""],""usageCount"":5}]",2,VERB,,,
28,down,"[{""sounds"":[""d""],""id"":21,""letters"":[""d""],""usageCount"":138},{""sounds"":[""ɑ"",""ʊ""],""id"":64,""letters"":[""o"",""w""],""usageCount"":9},{""sounds"":[""n""],""id"":12,""letters"":[""n""],""usageCount"":154}]",7,ADVERB,,,
29,find,"[{""sounds"":[""f""],""id"":33,""letters"":[""f""],""usageCount"":65},{""sounds"":[""a"",""ɪ""],""id"":80,""letters"":[""i""],""usageCount"":7},{""sounds"":[""n""],""id"":12,""letters"":[""n""],""usageCount"":154},{""sounds"":[""d""],""id"":21,""letters"":[""d""],""usageCount"":138}]",4,VERB,,,
30,for,"[{""sounds"":[""f""],""id"":33,""letters"":[""f""],""usageCount"":65},{""sounds"":[""ɔ""],""id"":22,""letters"":[""o""],""usageCount"":21},{""sounds"":[""r""],""id"":1,""letters"":[""r""],""usageCount"":95}]",19,PREPOSITION,,,
31,funny,"[{""sounds"":[""f""],""id"":33,""letters"":[""f""],""usageCount"":65},{""sounds"":[""ʌ""],""id"":24,""letters"":[""u""],""usageCount"":44},{""sounds"":[""n""],""id"":108,""letters"":[""n"",""n""],""usageCount"":0},{""sounds"":[""ɪ""],""id"":61,""letters"":[""y""],""usageCount"":37}]",0,ADJECTIVE,,,
32,go,"[{""sounds"":[""g""],""id"":18,""letters"":[""g""],""usageCount"":19},{""sounds"":[""o"",""ʊ""],""id"":23,""letters"":[""o""],""usageCount"":14}]",14,VERB,PHONEMIC,,
33,help,"[{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875}]",7,,,,
34,here,"[{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875}]",1,,NON_PHONEMIC,,
35,in,"[{""sounds"":[""ɪ""],""id"":8,""letters"":[""i""],""usageCount"":243},{""sounds"":[""n""],""id"":12,""letters"":[""n""],""usageCount"":154}]",38,,PERFECT,,
36,is,"[{""sounds"":[""ɪ""],""id"":8,""letters"":[""i""],""usageCount"":243},{""sounds"":[""z""],""id"":29,""letters"":[""s""],""usageCount"":102}]",50,VERB,,,
37,it,"[{""sounds"":[""ɪ""],""id"":8,""letters"":[""i""],""usageCount"":243},{""sounds"":[""t""],""id"":5,""letters"":[""t""],""usageCount"":267}]",30,,PERFECT,,
38,jump,"[{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875}]",1,,,,
39,little,"[{""sounds"":[""l""],""id"":31,""letters"":[""l""],""usageCount"":63},{""sounds"":[""ɪ""],""id"":8,""letters"":[""i""],""usageCount"":243},{""sounds"":[""t""],""id"":30,""letters"":[""t"",""t""],""usageCount"":28},{""sounds"":[""ə"",""l""],""id"":32,""letters"":[""l"",""e""],""usageCount"":28}]",28,,,,
40,look,"[{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875}]",6,VERB,NON_PHONEMIC,,
41,make,"[{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875}]",10,,,,
42,me,"[{""sounds"":[""m""],""id"":16,""letters"":[""m""],""usageCount"":53},{""sounds"":[""iː""],""id"":9,""letters"":[""e""],""usageCount"":114}]",10,,,,
43,my,"[{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875}]",9,,PHONEMIC,,
44,not,"[{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875}]",8,,PERFECT,,
45,play,"[{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875}]",6,VERB,PHONEMIC,,
46,red,"[{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875}]",2,NOUN,PERFECT,,
47,run,"[{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875}]",1,,,,
48,said,"[{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875}]",8,VERB,NON_PHONEMIC,,
49,see,"[{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875}]",11,VERB,HIGHLY_NON_PHONEMIC,,
50,the,"[{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""ə""],""id"":26,""letters"":[""e""],""usageCount"":244}]",216,,HIGHLY_NON_PHONEMIC,,
51,to,"[{""sounds"":[""t""],""id"":5,""letters"":[""t""],""usageCount"":267},{""sounds"":[""u""],""id"":27,""letters"":[""o""],""usageCount"":140}]",133,,HIGHLY_NON_PHONEMIC,,
52,up,"[{""sounds"":[""ʌ""],""id"":24,""letters"":[""u""],""usageCount"":44},{""sounds"":[""p""],""id"":42,""letters"":[""p""],""usageCount"":18}]",18,,PERFECT,,
53,we,"[{""sounds"":[""w""],""id"":11,""letters"":[""w""],""usageCount"":79},{""sounds"":[""iː""],""id"":9,""letters"":[""e""],""usageCount"":114}]",15,,,,
54,where,"[{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875}]",6,,PHONEMIC,,
55,yellow,"[{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875}]",4,ADJECTIVE,PERFECT,,
56,you,"[{""sounds"":[""j""],""id"":43,""letters"":[""y""],""usageCount"":30},{""sounds"":[""u""],""id"":44,""letters"":[""o"",""u""],""usageCount"":30}]",30,PRONOUN,PHONEMIC,,
57,apple,"[{""sounds"":[""æ""],""id"":2,""letters"":[""a""],""usageCount"":158},{""sounds"":[""p""],""id"":50,""letters"":[""p"",""p""],""usageCount"":0},{""sounds"":[""ə"",""l""],""id"":32,""letters"":[""l"",""e""],""usageCount"":28}]",0,,,,
58,ant,"[{""sounds"":[""æ""],""id"":2,""letters"":[""a""],""usageCount"":158},{""sounds"":[""n""],""id"":12,""letters"":[""n""],""usageCount"":154},{""sounds"":[""t""],""id"":5,""letters"":[""t""],""usageCount"":267}]",0,NOUN,PERFECT,,
59,animals,"[{""sounds"":[""æ""],""id"":2,""letters"":[""a""],""usageCount"":158},{""sounds"":[""n""],""id"":12,""letters"":[""n""],""usageCount"":154},{""sounds"":[""ɪ""],""id"":8,""letters"":[""i""],""usageCount"":243},{""sounds"":[""m""],""id"":16,""letters"":[""m""],""usageCount"":53},{""sounds"":[""ə""],""id"":28,""letters"":[""a""],""usageCount"":81},{""sounds"":[""l""],""id"":31,""letters"":[""l""],""usageCount"":63},{""sounds"":[""z""],""id"":29,""letters"":[""s""],""usageCount"":102}]",0,NOUN,,,
60,africa,"[{""sounds"":[""æ""],""id"":2,""letters"":[""a""],""usageCount"":158},{""sounds"":[""f""],""id"":33,""letters"":[""f""],""usageCount"":65},{""sounds"":[""r""],""id"":1,""letters"":[""r""],""usageCount"":95},{""sounds"":[""ə""],""id"":4,""letters"":[""i""],""usageCount"":20},{""sounds"":[""k""],""id"":47,""letters"":[""c""],""usageCount"":22},{""sounds"":[""ə""],""id"":28,""letters"":[""a""],""usageCount"":81}]",2,,,,
61,avocado,"[{""sounds"":[""æ""],""id"":2,""letters"":[""a""],""usageCount"":158},{""sounds"":[""v""],""id"":14,""letters"":[""v""],""usageCount"":11},{""sounds"":[""ə""],""id"":53,""letters"":[""o""],""usageCount"":1},{""sounds"":[""k""],""id"":47,""letters"":[""c""],""usageCount"":22},{""sounds"":[""ɑ""],""id"":45,""letters"":[""a""],""usageCount"":33},{""sounds"":[""d""],""id"":21,""letters"":[""d""],""usageCount"":138},{""sounds"":[""ɔ""],""id"":22,""letters"":[""o""],""usageCount"":21}]",0,NOUN,,,
62,boy,"[{""sounds"":[""b""],""id"":3,""letters"":[""b""],""usageCount"":71},{""sounds"":[""ɔ""],""id"":22,""letters"":[""o""],""usageCount"":21},{""sounds"":[""ɪ""],""id"":61,""letters"":[""y""],""usageCount"":37}]",0,NOUN,,,
63,ball,"[{""sounds"":[""b""],""id"":3,""letters"":[""b""],""usageCount"":71},{""sounds"":[""ɔː""],""id"":48,""letters"":[""a""],""usageCount"":21},{""sounds"":[""l""],""id"":49,""letters"":[""l"",""l""],""usageCount"":21}]",0,NOUN,,,
64,banana,"[{""sounds"":[""b""],""id"":3,""letters"":[""b""],""usageCount"":71},{""sounds"":[""ə""],""id"":28,""letters"":[""a""],""usageCount"":81},{""sounds"":[""n""],""id"":12,""letters"":[""n""],""usageCount"":154},{""sounds"":[""æ""],""id"":2,""letters"":[""a""],""usageCount"":158},{""sounds"":[""n""],""id"":12,""letters"":[""n""],""usageCount"":154},{""sounds"":[""ə""],""id"":28,""letters"":[""a""],""usageCount"":81}]",0,,,,
65,baby,"[{""sounds"":[""b""],""id"":3,""letters"":[""b""],""usageCount"":71},{""sounds"":[""ɛ"",""ɪ""],""id"":51,""letters"":[""a""],""usageCount"":4},{""sounds"":[""b""],""id"":3,""letters"":[""b""],""usageCount"":71},{""sounds"":[""iː""],""id"":54,""letters"":[""y""],""usageCount"":0}]",0,NOUN,,,
66,bed,"[{""sounds"":[""b""],""id"":3,""letters"":[""b""],""usageCount"":71},{""sounds"":[""ɛ""],""id"":7,""letters"":[""e""],""usageCount"":35},{""sounds"":[""d""],""id"":21,""letters"":[""d""],""usageCount"":138}]",1,NOUN,,,
67,bird,"[{""sounds"":[""b""],""id"":3,""letters"":[""b""],""usageCount"":71},{""sounds"":[""ɛː""],""id"":55,""letters"":[""e""],""usageCount"":4},{""sounds"":[""r""],""id"":1,""letters"":[""r""],""usageCount"":95},{""sounds"":[""d""],""id"":21,""letters"":[""d""],""usageCount"":138}]",3,NOUN,,,
68,brilliant,"[{""sounds"":[""b""],""id"":3,""letters"":[""b""],""usageCount"":71},{""sounds"":[""r""],""id"":1,""letters"":[""r""],""usageCount"":95},{""sounds"":[""ɪ""],""id"":8,""letters"":[""i""],""usageCount"":243},{""sounds"":[""l""],""id"":49,""letters"":[""l"",""l""],""usageCount"":21},{""sounds"":[""j""],""id"":62,""letters"":[""i"",""a""],""usageCount"":0},{""sounds"":[""n""],""id"":12,""letters"":[""n""],""usageCount"":154},{""sounds"":[""t""],""id"":5,""letters"":[""t""],""usageCount"":267}]",0,ADJECTIVE,,,
69,cat,"[{""sounds"":[""k""],""id"":47,""letters"":[""c""],""usageCount"":22},{""sounds"":[""æ""],""id"":2,""letters"":[""a""],""usageCount"":158},{""sounds"":[""t""],""id"":5,""letters"":[""t""],""usageCount"":267}]",0,,,,
70,car,"[{""sounds"":[""k""],""id"":47,""letters"":[""c""],""usageCount"":22},{""sounds"":[""ɑː""],""id"":67,""letters"":[""a""],""usageCount"":18},{""sounds"":[""r""],""id"":1,""letters"":[""r""],""usageCount"":95}]",0,NOUN,,,
71,coconut,"[{""sounds"":[""o"",""ʊ""],""id"":23,""letters"":[""o""],""usageCount"":14},{""sounds"":[""k""],""id"":47,""letters"":[""c""],""usageCount"":22},{""sounds"":[""ə""],""id"":53,""letters"":[""o""],""usageCount"":1},{""sounds"":[""n""],""id"":12,""letters"":[""n""],""usageCount"":154},{""sounds"":[""ʌ""],""id"":24,""letters"":[""u""],""usageCount"":44},{""sounds"":[""t""],""id"":5,""letters"":[""t""],""usageCount"":267}]",0,NOUN,,,
72,cow,"[{""sounds"":[""k""],""id"":47,""letters"":[""c""],""usageCount"":22},{""sounds"":[""ɑ"",""ʊ""],""id"":64,""letters"":[""o"",""w""],""usageCount"":9}]",0,NOUN,,,
73,candle,"[{""sounds"":[""k""],""id"":47,""letters"":[""c""],""usageCount"":22},{""sounds"":[""æː""],""id"":66,""letters"":[""a""],""usageCount"":0},{""sounds"":[""n""],""id"":12,""letters"":[""n""],""usageCount"":154},{""sounds"":[""d""],""id"":21,""letters"":[""d""],""usageCount"":138},{""sounds"":[""ə"",""l""],""id"":32,""letters"":[""l"",""e""],""usageCount"":28}]",0,NOUN,,,
74,computer,"[{""sounds"":[""k""],""id"":47,""letters"":[""c""],""usageCount"":22},{""sounds"":[""ə""],""id"":53,""letters"":[""o""],""usageCount"":1},{""sounds"":[""m""],""id"":16,""letters"":[""m""],""usageCount"":53},{""sounds"":[""p""],""id"":42,""letters"":[""p""],""usageCount"":18},{""sounds"":[""j"",""uː""],""id"":73,""letters"":[""u""],""usageCount"":0},{""sounds"":[""t""],""id"":5,""letters"":[""t""],""usageCount"":267},{""sounds"":[""ə""],""id"":26,""letters"":[""e""],""usageCount"":244},{""sounds"":[""r""],""id"":1,""letters"":[""r""],""usageCount"":95}]",0,NOUN,,,
75,cool,"[{""sounds"":[""k""],""id"":47,""letters"":[""c""],""usageCount"":22},{""sounds"":[""u""],""id"":20,""letters"":[""o"",""o""],""usageCount"":0},{""sounds"":[""l""],""id"":31,""letters"":[""l""],""usageCount"":63}]",0,ADJECTIVE,,,
76,goat,"[{""sounds"":[""g""],""id"":18,""letters"":[""g""],""usageCount"":19},{""sounds"":[""o"",""ʊ""],""id"":19,""letters"":[""o"",""a""],""usageCount"":0},{""sounds"":[""t""],""id"":5,""letters"":[""t""],""usageCount"":267}]",0,NOUN,PHONEMIC,,
77,girl,"[{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875}]",1,,,,
78,grass,"[{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875},{""sounds"":[""θ""],""id"":6,""letters"":[""t"",""h""],""usageCount"":2875}]",0,,,,
